sale_id,date_time,item type,weight,country name,cost
2104,2017-12-17 12:52:00,letter,0.3,Estonia,18.0
2104,2017-12-17 12:52:00,letter,0.4,Vanuatu,12.0
2105,2017-03-02 12:49:00,parcel,0.52,Vanuatu,38.89
2105,2017-03-02 12:49:00,letter,0.36,Nepal,12.0
2105,2017-03-02 12:49:00,parcel,19.06,Portugal,341.29
2106,2016-06-07 16:15:00,letter,0.35,Mauritius,18.0
2106,2016-06-07 16:15:00,parcel,18.59,Fiji,187.37
2106,2016-06-07 16:15:00,letter,0.33,Portugal,18.0
2107,2016-04-29 11:27:00,letter,0.37,Sweden,18.0
2107,2016-04-29 11:27:00,letter,0.49,Cyprus,18.0
2107,2016-04-29 11:27:00,letter,0.43,New Caledonia,12.0
2108,2016-05-14 09:12:00,letter,0.47,Netherlands,18.0
2108,2016-05-14 09:12:00,letter,0.2,Cook Islands,6.0
2109,2016-03-07 11:33:00,parcel,19.19,Netherlands,206.04
2110,2016-09-20 11:19:00,parcel,4.8,Ireland,93.04
2111,2017-08-07 13:08:00,letter,0.15,Korea - Republic Of,6.0
2111,2017-08-07 13:08:00,letter,0.49,Sweden,18.0
2112,2016-11-21 14:38:00,parcel,12.47,United Kingdom,174.45
2112,2016-11-21 14:38:00,letter,0.31,Sri Lanka,12.0
2113,2017-01-26 11:02:00,letter,0.4,French Polynesia,12.0
2113,2017-01-26 11:02:00,letter,0.19,Thailand,6.0
2113,2017-01-26 11:02:00,parcel,14.3,Thailand,153.39
2114,2016-02-19 12:36:00,parcel,8.73,Chile,295.99
2114,2016-02-19 12:36:00,letter,0.31,Poland,18.0
2115,2017-11-04 13:18:00,parcel,12.34,Russian Federation,280.85
2115,2017-11-04 13:18:00,letter,0.13,Thailand,6.0
2115,2017-11-04 13:18:00,letter,0.39,Estonia,18.0
2116,2016-04-05 14:42:00,parcel,15.7,Netherlands,206.04
2117,2017-11-14 13:36:00,parcel,17.92,Spain,206.04
2118,2017-03-17 07:38:00,letter,0.26,Canada,18.0
2118,2017-03-17 07:38:00,parcel,5.61,Turkey,207.86
2118,2017-03-17 07:38:00,letter,0.16,Japan,6.0
2119,2017-07-19 16:07:00,letter,0.1,Sweden,9.0
2119,2017-07-19 16:07:00,parcel,13.34,Chile,295.99
2119,2017-07-19 16:07:00,letter,0.24,Vietnam,6.0
2120,2016-01-21 13:04:00,parcel,19.67,Brazil,341.29
2120,2016-01-21 13:04:00,parcel,5.2,India,128.68
2121,2016-04-15 13:25:00,letter,0.46,Denmark,18.0
2122,2016-06-26 12:03:00,letter,0.33,Ukraine,18.0
2123,2017-01-02 14:46:00,letter,0.33,Norway,18.0
2124,2016-03-30 10:22:00,letter,0.47,Finland,18.0
2125,2017-10-23 18:16:00,letter,0.36,Sri Lanka,12.0
2126,2016-05-10 10:43:00,parcel,18.97,Netherlands,206.04
2126,2016-05-10 10:43:00,letter,0.33,Serbia,18.0
2127,2017-03-16 16:37:00,parcel,17.8,Tonga,187.37
2128,2017-01-17 14:36:00,parcel,4.91,Ireland,93.04
2128,2017-01-17 14:36:00,letter,0.16,Pakistan,6.0
2129,2017-06-27 14:18:00,letter,0.22,France,9.0
2130,2016-08-20 13:22:00,letter,0.41,Sri Lanka,12.0
2131,2016-10-25 14:21:00,parcel,9.31,Bahrain,295.99
2132,2016-05-13 11:53:00,parcel,12.79,Kuwait,295.99
2132,2016-05-13 11:53:00,letter,0.43,Vietnam,12.0
2133,2017-02-14 12:51:00,letter,0.31,Belgium,18.0
2134,2017-10-16 10:33:00,letter,0.17,Hong Kong,6.0
2135,2016-04-06 11:20:00,parcel,4.99,Mauritius,135.21
2136,2016-10-24 10:25:00,letter,0.36,Cambodia,12.0
2137,2016-09-23 12:32:00,letter,0.4,Macedonia - The Former Yugoslav Republic Of,18.0
2137,2016-09-23 12:32:00,letter,0.47,Hong Kong,12.0
2137,2016-09-23 12:32:00,letter,0.13,Vietnam,6.0
2138,2016-03-28 13:19:00,letter,0.19,Russian Federation,9.0
2139,2016-12-20 11:59:00,letter,0.17,Cyprus,9.0
2139,2016-12-20 11:59:00,letter,0.22,Switzerland,9.0
2139,2016-12-20 11:59:00,letter,0.32,Ukraine,18.0
2140,2016-06-07 11:35:00,letter,0.29,Malaysia,12.0
2141,2016-11-03 14:57:00,letter,0.4,Ukraine,18.0
2142,2017-03-23 15:37:00,letter,0.29,Slovenia,18.0
2143,2017-11-03 12:01:00,parcel,2.49,Qatar,112.48
2144,2016-07-17 15:46:00,parcel,16.89,Hungary,341.29
2144,2016-07-17 15:46:00,letter,0.11,Papua New Guinea,6.0
2145,2016-08-04 14:25:00,letter,0.45,Samoa,12.0
2145,2016-08-04 14:25:00,letter,0.39,Taiwan - Province Of China,12.0
2146,2016-10-30 10:20:00,parcel,17.93,Israel,359.45
2146,2016-10-30 10:20:00,parcel,2.94,Russian Federation,106.53
2146,2016-10-30 10:20:00,parcel,7.92,Ireland,174.45
2147,2017-11-01 13:22:00,parcel,11.7,Belgium,280.85
2148,2016-11-04 10:55:00,letter,0.23,Brunei Darussalam,6.0
2148,2016-11-04 10:55:00,letter,0.24,France,9.0
2148,2016-11-04 10:55:00,letter,0.2,Russian Federation,9.0
2149,2016-03-24 13:13:00,parcel,12.5,Tonga,161.41
2150,2017-09-28 11:46:00,letter,0.46,India,12.0
2150,2017-09-28 11:46:00,parcel,10.91,Austria,280.85
2151,2016-06-15 11:15:00,letter,0.16,Croatia,9.0
2151,2016-06-15 11:15:00,letter,0.44,Saudi Arabia,18.0
2151,2016-06-15 11:15:00,letter,0.1,Malaysia,6.0
2152,2016-12-13 12:58:00,parcel,12.58,Chile,295.99
2153,2017-12-15 12:09:00,letter,0.11,Estonia,9.0
2153,2017-12-15 12:09:00,parcel,1.26,Italy,56.15
2153,2017-12-15 12:09:00,parcel,10.03,Bahrain,295.99
2154,2017-05-12 15:58:00,letter,0.2,Solomon Islands,6.0
2154,2017-05-12 15:58:00,parcel,14.19,Nauru,161.41
2154,2017-05-12 15:58:00,parcel,19.89,Kuwait,359.45
2155,2017-12-29 11:28:00,letter,0.29,Brazil,18.0
2156,2016-09-29 12:50:00,letter,0.26,Norway,18.0
2156,2016-09-29 12:50:00,parcel,19.29,Hong Kong,178.1
2156,2016-09-29 12:50:00,letter,0.42,Philippines,12.0
2157,2017-01-18 10:03:00,parcel,0.75,Kuwait,57.65
2158,2017-03-09 10:19:00,letter,0.4,New Zealand,11.0
2159,2017-05-17 14:24:00,letter,0.1,Lao People's Democratic Republic,6.0
2159,2017-05-17 14:24:00,letter,0.17,Belgium,9.0
2160,2017-02-19 11:53:00,parcel,8.98,Peru,295.99
2160,2017-02-19 11:53:00,letter,0.38,Korea - Republic Of,12.0
2160,2017-02-19 11:53:00,letter,0.25,Fiji,6.0
2161,2017-04-01 13:27:00,letter,0.37,Nigeria,18.0
2162,2016-10-26 14:57:00,letter,0.33,Russian Federation,18.0
2162,2016-10-26 14:57:00,letter,0.22,Malta,9.0
2163,2016-01-03 13:46:00,parcel,1.0,French Polynesia,38.89
2164,2017-12-25 15:32:00,letter,0.35,Pakistan,12.0
2165,2017-05-08 09:38:00,parcel,3.29,Sri Lanka,87.03
2165,2017-05-08 09:38:00,letter,0.45,Chile,18.0
2166,2016-05-11 12:59:00,letter,0.28,Samoa,12.0
2167,2016-10-04 15:48:00,letter,0.44,Hungary,18.0
2168,2016-01-03 17:31:00,letter,0.32,Poland,18.0
2168,2016-01-03 17:31:00,letter,0.44,Cook Islands,12.0
2169,2017-08-23 12:40:00,letter,0.19,Estonia,9.0
2169,2017-08-23 12:40:00,letter,0.39,Norway,18.0
2170,2016-12-09 12:59:00,letter,0.27,Romania,18.0
2170,2016-12-09 12:59:00,parcel,14.7,Fiji,161.41
2171,2016-06-29 13:10:00,parcel,6.03,Malta,280.85
2171,2016-06-29 13:10:00,letter,0.41,Romania,18.0
2171,2016-06-29 13:10:00,letter,0.37,United States,18.0
2172,2016-11-28 12:37:00,letter,0.29,Netherlands,18.0
2172,2016-11-28 12:37:00,letter,0.36,Taiwan - Province Of China,12.0
2173,2017-07-27 13:30:00,letter,0.26,Solomon Islands,12.0
2173,2017-07-27 13:30:00,letter,0.24,South Africa,9.0
2173,2017-07-27 13:30:00,letter,0.14,Canada,9.0
2174,2016-04-26 12:56:00,letter,0.49,United Kingdom,18.0
2175,2016-03-01 08:11:00,parcel,13.46,Qatar,295.99
2176,2016-04-12 11:15:00,letter,0.36,Fiji,12.0
2176,2016-04-12 11:15:00,parcel,7.16,Fiji,161.41
2177,2016-01-23 09:36:00,parcel,11.03,Germany,178.94
2177,2016-01-23 09:36:00,letter,0.47,Kuwait,18.0
2178,2016-06-25 10:46:00,parcel,3.51,Spain,113.94
2178,2016-06-25 10:46:00,letter,0.22,Romania,9.0
2179,2016-06-04 13:09:00,parcel,6.56,United Kingdom,174.45
2179,2016-06-04 13:09:00,parcel,15.43,Japan,178.1
2179,2016-06-04 13:09:00,letter,0.38,Korea - Republic Of,12.0
2180,2017-06-19 14:30:00,letter,0.26,Belgium,18.0
2180,2017-06-19 14:30:00,parcel,2.65,Greece,106.53
2180,2017-06-19 14:30:00,letter,0.42,South Africa,18.0
2181,2016-01-01 11:20:00,parcel,15.46,Croatia,341.29
2181,2016-01-01 11:20:00,letter,0.27,Sri Lanka,12.0
2181,2016-01-01 11:20:00,letter,0.15,Bahrain,9.0
2182,2017-12-25 14:20:00,parcel,16.59,Austria,341.29
2182,2017-12-25 14:20:00,letter,0.42,France,18.0
2183,2016-11-03 14:55:00,parcel,14.94,Romania,280.85
2183,2016-11-03 14:55:00,parcel,12.19,Chile,295.99
2183,2016-11-03 14:55:00,parcel,19.97,Cook Islands,187.37
2184,2016-03-06 13:26:00,letter,0.25,Pakistan,6.0
2184,2016-03-06 13:26:00,parcel,3.32,Romania,128.08
2185,2016-12-11 11:57:00,parcel,18.26,Serbia,341.29
2185,2016-12-11 11:57:00,letter,0.48,Solomon Islands,12.0
2186,2017-11-23 10:03:00,parcel,5.33,Ireland,148.01
2186,2017-11-23 10:03:00,letter,0.47,Canada,18.0
2186,2017-11-23 10:03:00,letter,0.35,Mexico,18.0
2187,2016-09-24 12:04:00,parcel,9.35,Cyprus,280.85
2187,2016-09-24 12:04:00,parcel,4.34,Macedonia - The Former Yugoslav Republic Of,128.08
2187,2016-09-24 12:04:00,letter,0.5,Ireland,18.0
2188,2017-04-04 13:16:00,parcel,15.22,French Polynesia,187.37
2189,2016-07-07 14:04:00,letter,0.27,Ukraine,18.0
2189,2016-07-07 14:04:00,parcel,20.0,Singapore,178.1
2189,2016-07-07 14:04:00,letter,0.44,Philippines,12.0
2190,2016-12-09 14:21:00,letter,0.45,Bahrain,18.0
2191,2017-02-20 09:22:00,parcel,10.94,Peru,295.99
2192,2016-12-03 13:21:00,parcel,18.65,Canada,182.68
2192,2016-12-03 13:21:00,letter,0.46,Sri Lanka,12.0
2192,2016-12-03 13:21:00,letter,0.31,Brazil,18.0
2193,2017-05-15 15:36:00,letter,0.19,Sri Lanka,6.0
2194,2016-08-08 12:55:00,parcel,18.58,Ireland,200.9
2194,2016-08-08 12:55:00,letter,0.3,Hong Kong,12.0
2194,2016-08-08 12:55:00,parcel,13.51,Qatar,295.99
2195,2017-02-17 14:14:00,letter,0.28,Mexico,18.0
2195,2017-02-17 14:14:00,parcel,2.63,Cyprus,106.53
2195,2017-02-17 14:14:00,letter,0.19,Portugal,9.0
2196,2016-09-24 14:23:00,parcel,7.14,Indonesia,153.39
2197,2017-10-29 10:08:00,parcel,13.13,United Kingdom,174.45
2198,2016-05-15 13:19:00,parcel,3.69,Canada,84.35
2198,2016-05-15 13:19:00,letter,0.38,Arab Emirates,18.0
2198,2016-05-15 13:19:00,letter,0.15,United Kingdom,9.0
2199,2016-09-18 11:39:00,parcel,7.97,Finland,280.85
2199,2016-09-18 11:39:00,parcel,0.65,Germany,43.95
2200,2016-07-30 12:24:00,parcel,9.74,Canada,157.35
2200,2016-07-30 12:24:00,parcel,0.81,Thailand,37.65
2201,2017-01-07 14:20:00,letter,0.3,Ukraine,18.0
2202,2017-01-03 13:13:00,letter,0.19,Macedonia - The Former Yugoslav Republic Of,9.0
2202,2017-01-03 13:13:00,parcel,4.73,Finland,128.08
2203,2016-05-17 13:36:00,letter,0.41,Tonga,12.0
2203,2016-05-17 13:36:00,parcel,4.19,Nigeria,135.21
2204,2017-12-22 15:01:00,letter,0.45,Chile,18.0
2205,2017-04-07 16:01:00,letter,0.4,Japan,12.0
2205,2017-04-07 16:01:00,letter,0.29,Philippines,12.0
2206,2017-12-16 16:06:00,parcel,3.96,Mauritius,135.21
2206,2017-12-16 16:06:00,letter,0.12,Samoa,6.0
2207,2017-02-18 10:01:00,letter,0.35,Vanuatu,12.0
2207,2017-02-18 10:01:00,letter,0.11,Cyprus,9.0
2208,2017-08-18 11:44:00,letter,0.28,South Africa,18.0
2209,2016-04-03 14:35:00,letter,0.26,Malta,18.0
2209,2016-04-03 14:35:00,letter,0.23,South Africa,9.0
2209,2016-04-03 14:35:00,letter,0.5,Slovenia,18.0
2210,2017-02-02 16:17:00,letter,0.11,Singapore,6.0
2210,2017-02-02 16:17:00,letter,0.32,Turkey,18.0
2211,2017-02-02 16:14:00,letter,0.26,India,12.0
2212,2017-02-25 13:09:00,parcel,15.22,Norway,206.04
2213,2016-07-14 15:28:00,letter,0.33,Nauru,12.0
2213,2016-07-14 15:28:00,letter,0.33,Malaysia,12.0
2214,2016-08-22 16:52:00,parcel,17.97,Belgium,341.29
2214,2016-08-22 16:52:00,parcel,10.17,Austria,280.85
2214,2016-08-22 16:52:00,letter,0.28,Chile,18.0
2215,2017-07-04 12:05:00,letter,0.22,Fiji,6.0
2216,2016-03-07 10:46:00,letter,0.33,Singapore,12.0
2216,2016-03-07 10:46:00,parcel,17.0,Malaysia,178.1
2217,2017-06-27 11:07:00,letter,0.19,Samoa,6.0
2218,2016-02-28 13:31:00,letter,0.24,Brunei Darussalam,6.0
2219,2017-03-19 16:39:00,letter,0.26,Croatia,18.0
2219,2017-03-19 16:39:00,parcel,7.42,Sri Lanka,161.41
2219,2017-03-19 16:39:00,letter,0.37,Greece,18.0
2220,2017-01-22 10:24:00,letter,0.26,Fiji,12.0
2221,2017-08-31 11:11:00,letter,0.19,Israel,9.0
2221,2017-08-31 11:11:00,letter,0.12,Estonia,9.0
2222,2017-02-28 11:11:00,letter,0.18,India,6.0
2223,2017-10-25 13:27:00,parcel,16.6,South Africa,341.29
2223,2017-10-25 13:27:00,parcel,16.54,Turkey,341.29
2223,2017-10-25 13:27:00,parcel,13.44,Cyprus,280.85
2224,2017-10-18 17:48:00,letter,0.39,Arab Emirates,18.0
2225,2017-08-30 09:26:00,letter,0.48,Papua New Guinea,12.0
2225,2017-08-30 09:26:00,parcel,5.74,Nigeria,219.45
2226,2016-01-17 12:22:00,letter,0.15,Kuwait,9.0
2226,2016-01-17 12:22:00,letter,0.32,United Kingdom,18.0
2226,2016-01-17 12:22:00,parcel,17.53,Malta,341.29
2227,2016-12-27 12:36:00,letter,0.41,Myanmar,12.0
2227,2016-12-27 12:36:00,letter,0.12,Kuwait,9.0
2227,2016-12-27 12:36:00,parcel,14.79,Spain,178.94
2228,2017-01-02 12:58:00,letter,0.1,South Africa,9.0
2229,2017-11-18 15:52:00,parcel,9.29,Macedonia - The Former Yugoslav Republic Of,280.85
2230,2017-06-21 14:24:00,parcel,16.3,Vietnam,178.1
2230,2017-06-21 14:24:00,parcel,14.41,India,153.39
2231,2017-11-19 14:14:00,parcel,9.18,Chile,295.99
2231,2017-11-19 14:14:00,parcel,1.96,Pakistan,65.83
2232,2017-05-18 15:56:00,parcel,17.81,United States,182.68
2232,2017-05-18 15:56:00,parcel,19.57,Malaysia,178.1
2233,2017-07-10 17:41:00,letter,0.13,Slovenia,9.0
2234,2017-09-15 11:47:00,parcel,2.16,Romania,106.53
2234,2017-09-15 11:47:00,parcel,10.81,French Polynesia,161.41
2234,2017-09-15 11:47:00,parcel,19.11,French Polynesia,187.37
2235,2017-09-19 14:38:00,parcel,0.78,Switzerland,43.95
2235,2017-09-19 14:38:00,parcel,6.17,Kenya,295.99
2236,2016-10-20 10:36:00,parcel,16.49,Malta,341.29
2237,2017-08-06 14:06:00,parcel,5.53,Taiwan - Province Of China,128.68
2237,2017-08-06 14:06:00,letter,0.15,Mauritius,9.0
2237,2017-08-06 14:06:00,parcel,11.3,Belgium,280.85
2238,2017-04-30 18:49:00,parcel,6.6,Saudi Arabia,295.99
2238,2017-04-30 18:49:00,parcel,9.1,Malta,280.85
2239,2016-03-23 12:19:00,letter,0.1,India,6.0
2239,2016-03-23 12:19:00,letter,0.41,Kuwait,18.0
2240,2016-09-28 14:03:00,parcel,10.95,Saudi Arabia,295.99
2240,2016-09-28 14:03:00,letter,0.38,Macedonia - The Former Yugoslav Republic Of,18.0
2241,2017-04-28 15:32:00,letter,0.27,Greece,18.0
2242,2016-03-20 12:32:00,letter,0.37,Indonesia,12.0
2242,2016-03-20 12:32:00,parcel,14.04,Argentina,295.99
2242,2016-03-20 12:32:00,letter,0.32,Pakistan,12.0
2243,2016-12-26 11:14:00,parcel,16.62,Croatia,341.29
2243,2016-12-26 11:14:00,letter,0.13,Macedonia - The Former Yugoslav Republic Of,9.0
2243,2016-12-26 11:14:00,letter,0.24,Arab Emirates,9.0
2244,2017-07-16 10:16:00,letter,0.43,Romania,18.0
2245,2017-05-19 14:49:00,letter,0.12,Russian Federation,9.0
2245,2017-05-19 14:49:00,parcel,10.71,Nepal,161.41
2245,2017-05-19 14:49:00,parcel,11.13,Malta,280.85
2246,2016-04-10 13:52:00,letter,0.28,Chile,18.0
2246,2016-04-10 13:52:00,letter,0.39,Indonesia,12.0
2246,2016-04-10 13:52:00,letter,0.38,Malta,18.0
2247,2017-05-07 11:07:00,letter,0.2,Germany,9.0
2248,2016-01-28 14:40:00,parcel,8.38,Belgium,280.85
2249,2016-08-21 12:45:00,parcel,17.3,Serbia,341.29
2250,2017-12-30 13:48:00,parcel,1.18,Macedonia - The Former Yugoslav Republic Of,74.65
2250,2017-12-30 13:48:00,letter,0.23,Sri Lanka,6.0
2250,2017-12-30 13:48:00,letter,0.26,Poland,18.0
2251,2017-12-26 11:25:00,letter,0.2,South Africa,9.0
2252,2017-12-31 11:13:00,parcel,10.14,France,178.94
2252,2017-12-31 11:13:00,letter,0.26,Lao People's Democratic Republic,12.0
2253,2016-03-12 10:32:00,parcel,1.76,Germany,69.29
2253,2016-03-12 10:32:00,parcel,9.51,Myanmar,161.41
2253,2016-03-12 10:32:00,letter,0.38,Brunei Darussalam,12.0
2254,2016-01-15 13:49:00,letter,0.27,Indonesia,12.0
2254,2016-01-15 13:49:00,letter,0.43,Germany,18.0
2254,2016-01-15 13:49:00,parcel,18.63,Japan,178.1
2255,2017-08-29 11:14:00,letter,0.21,Ukraine,9.0
2255,2017-08-29 11:14:00,letter,0.47,Solomon Islands,12.0
2255,2017-08-29 11:14:00,parcel,9.94,Malta,280.85
2256,2016-12-07 11:35:00,letter,0.17,Lao People's Democratic Republic,6.0
2256,2016-12-07 11:35:00,letter,0.13,Nepal,6.0
2257,2017-09-24 10:20:00,parcel,19.79,Turkey,341.29
2257,2017-09-24 10:20:00,parcel,19.86,Mexico,359.45
2257,2017-09-24 10:20:00,parcel,2.57,New Zealand,48.47
2258,2017-10-04 15:53:00,letter,0.3,Hungary,18.0
2259,2017-09-09 15:07:00,letter,0.41,Slovenia,18.0
2259,2017-09-09 15:07:00,letter,0.38,Japan,12.0
2259,2017-09-09 15:07:00,letter,0.49,Israel,18.0
2260,2017-07-31 12:15:00,parcel,8.55,Korea - Republic Of,153.39
2260,2017-07-31 12:15:00,letter,0.27,Malta,18.0
2260,2017-07-31 12:15:00,letter,0.41,Sri Lanka,12.0
2261,2016-04-20 13:32:00,parcel,13.84,Denmark,280.85
2262,2016-01-23 12:07:00,letter,0.31,Romania,18.0
2262,2016-01-23 12:07:00,parcel,10.62,Austria,280.85
2263,2017-08-31 12:46:00,letter,0.2,Nigeria,9.0
2264,2017-05-14 15:54:00,parcel,4.38,Malaysia,81.73
2264,2017-05-14 15:54:00,parcel,13.12,Kenya,295.99
2265,2016-11-30 13:51:00,letter,0.15,Portugal,9.0
2265,2016-11-30 13:51:00,parcel,18.76,Serbia,341.29
2265,2016-11-30 13:51:00,parcel,11.61,Bahrain,295.99
2266,2017-02-01 14:57:00,letter,0.2,Czech Republic,9.0
2267,2017-03-27 16:07:00,letter,0.31,China,12.0
2267,2017-03-27 16:07:00,parcel,3.07,Myanmar,87.03
2267,2017-03-27 16:07:00,letter,0.11,Philippines,6.0
2268,2016-06-16 14:04:00,letter,0.32,Croatia,18.0
2269,2017-09-24 10:41:00,letter,0.11,Hong Kong,6.0
2270,2017-08-09 12:31:00,letter,0.34,Indonesia,12.0
2271,2017-03-07 11:47:00,parcel,12.12,Qatar,295.99
2272,2017-05-16 12:10:00,letter,0.2,China,6.0
2272,2017-05-16 12:10:00,parcel,5.88,Croatia,207.86
2273,2016-06-27 16:10:00,parcel,16.28,Brazil,341.29
2274,2016-11-15 11:37:00,letter,0.42,Singapore,12.0
2274,2016-11-15 11:37:00,parcel,7.41,Arab Emirates,295.99
2275,2017-02-05 12:06:00,letter,0.28,India,12.0
2275,2017-02-05 12:06:00,parcel,12.52,Portugal,280.85
2276,2017-11-25 15:08:00,letter,0.29,Czech Republic,18.0
2276,2017-11-25 15:08:00,letter,0.45,Korea - Republic Of,12.0
2277,2017-03-28 14:47:00,parcel,10.0,Samoa,161.41
2278,2016-03-29 11:31:00,parcel,18.89,Czech Republic,341.29
2278,2016-03-29 11:31:00,letter,0.32,France,18.0
2279,2016-07-02 12:32:00,parcel,12.47,Argentina,295.99
2279,2016-07-02 12:32:00,parcel,4.48,French Polynesia,87.03
2279,2016-07-02 12:32:00,letter,0.44,United Kingdom,18.0
2280,2017-05-05 09:09:00,letter,0.13,Netherlands,9.0
2280,2017-05-05 09:09:00,letter,0.31,Peru,18.0
2280,2017-05-05 09:09:00,letter,0.15,New Zealand,5.5
2281,2016-09-22 16:25:00,letter,0.22,Germany,9.0
2281,2016-09-22 16:25:00,parcel,15.0,Brunei Darussalam,161.41
2282,2016-03-01 14:14:00,letter,0.33,Austria,18.0
2283,2017-05-15 12:50:00,letter,0.21,Vanuatu,6.0
2284,2017-03-10 15:04:00,letter,0.37,Slovenia,18.0
2284,2017-03-10 15:04:00,letter,0.31,Cook Islands,12.0
2285,2016-10-14 13:04:00,parcel,8.8,Qatar,295.99
2285,2016-10-14 13:04:00,letter,0.11,Cook Islands,6.0
2285,2016-10-14 13:04:00,parcel,5.32,France,151.84
2286,2017-08-12 14:46:00,parcel,10.4,Russian Federation,280.85
2287,2016-12-11 14:40:00,letter,0.24,Malta,9.0
2287,2016-12-11 14:40:00,parcel,13.5,Malaysia,153.39
2288,2016-11-19 13:44:00,parcel,3.27,Indonesia,81.73
2289,2016-07-28 09:16:00,letter,0.21,Israel,9.0
2289,2016-07-28 09:16:00,letter,0.26,Iran - Islamic Republic Of,18.0
2290,2017-05-11 12:21:00,letter,0.12,Germany,9.0
2290,2017-05-11 12:21:00,parcel,19.28,China,169.64
2291,2017-05-15 12:39:00,parcel,13.2,Ireland,174.45
2292,2016-01-31 12:32:00,letter,0.49,Estonia,18.0
2292,2016-01-31 12:32:00,letter,0.4,Germany,18.0
2293,2017-04-05 12:26:00,parcel,17.98,Czech Republic,341.29
2293,2017-04-05 12:26:00,parcel,8.17,Mexico,295.99
2294,2016-10-29 12:20:00,letter,0.42,Slovenia,18.0
2294,2016-10-29 12:20:00,letter,0.47,Cyprus,18.0
2295,2016-02-06 12:42:00,letter,0.35,Brunei Darussalam,12.0
2295,2016-02-06 12:42:00,parcel,6.64,Austria,280.85
2295,2016-02-06 12:42:00,letter,0.23,Brazil,9.0
2296,2017-06-13 13:59:00,parcel,5.03,Greece,207.86
2297,2016-02-09 13:03:00,parcel,15.44,Belgium,341.29
2297,2016-02-09 13:03:00,parcel,13.79,South Africa,280.85
2298,2016-09-01 12:32:00,parcel,19.91,Czech Republic,341.29
2298,2016-09-01 12:32:00,parcel,19.33,Mexico,359.45
2298,2016-09-01 12:32:00,letter,0.11,Peru,9.0
2299,2016-02-23 11:29:00,parcel,19.02,Malta,341.29
2300,2016-09-04 15:58:00,letter,0.27,French Polynesia,12.0
2300,2016-09-04 15:58:00,parcel,5.48,Cook Islands,135.44
2301,2016-03-04 14:41:00,letter,0.14,United Kingdom,9.0
2301,2016-03-04 14:41:00,parcel,2.8,Mauritius,112.48
2302,2017-07-05 13:29:00,parcel,7.26,Norway,178.94
2303,2016-08-21 12:19:00,letter,0.17,Nauru,6.0
2304,2016-10-21 11:16:00,letter,0.14,India,6.0
2304,2016-10-21 11:16:00,parcel,11.71,Saudi Arabia,295.99
2304,2016-10-21 11:16:00,letter,0.37,Fiji,12.0
2305,2017-01-22 12:52:00,letter,0.12,Norway,9.0
2306,2016-06-13 12:38:00,letter,0.36,Vietnam,12.0
2306,2016-06-13 12:38:00,letter,0.15,Germany,9.0
2307,2017-05-18 16:11:00,parcel,8.02,Chile,295.99
2307,2017-05-18 16:11:00,letter,0.31,Ukraine,18.0
2308,2017-12-27 10:44:00,letter,0.25,Poland,9.0
2308,2017-12-27 10:44:00,parcel,4.46,Myanmar,87.03
2309,2017-12-18 11:34:00,parcel,13.62,Spain,178.94
2310,2016-06-18 12:06:00,letter,0.14,Singapore,6.0
2310,2016-06-18 12:06:00,letter,0.44,Qatar,18.0
2311,2016-03-13 15:50:00,letter,0.14,Netherlands,9.0
2311,2016-03-13 15:50:00,letter,0.29,Bahrain,18.0
2312,2017-01-09 13:51:00,parcel,13.41,Bahrain,295.99
2312,2017-01-09 13:51:00,letter,0.22,Fiji,6.0
2312,2017-01-09 13:51:00,letter,0.14,Kuwait,9.0
2313,2016-01-30 17:32:00,letter,0.42,Chile,18.0
2314,2016-10-28 13:42:00,letter,0.48,Saudi Arabia,18.0
2314,2016-10-28 13:42:00,parcel,14.94,Fiji,161.41
2314,2016-10-28 13:42:00,letter,0.49,Austria,18.0
2315,2017-09-04 12:41:00,letter,0.13,Hungary,9.0
2315,2017-09-04 12:41:00,letter,0.27,Tonga,12.0
2315,2017-09-04 12:41:00,letter,0.27,Hong Kong,12.0
2316,2017-02-09 10:35:00,letter,0.4,Brunei Darussalam,12.0
2317,2016-11-06 13:36:00,parcel,8.35,Samoa,161.41
2318,2016-04-13 14:01:00,letter,0.41,Malta,18.0
2318,2016-04-13 14:01:00,parcel,9.32,Myanmar,161.41
2319,2017-09-27 11:37:00,letter,0.45,Nepal,12.0
2319,2017-09-27 11:37:00,letter,0.36,Cook Islands,12.0
2320,2017-06-01 16:32:00,letter,0.31,Nigeria,18.0
2320,2017-06-01 16:32:00,letter,0.23,Switzerland,9.0
2320,2017-06-01 16:32:00,letter,0.21,Kenya,9.0
2321,2016-02-20 08:20:00,letter,0.45,Brunei Darussalam,12.0
2321,2016-02-20 08:20:00,letter,0.31,Hungary,18.0
2322,2016-12-10 15:03:00,letter,0.17,Brazil,9.0
2323,2016-08-05 12:28:00,letter,0.31,Thailand,12.0
2324,2016-08-09 13:02:00,parcel,12.3,Cook Islands,161.41
2325,2016-06-04 13:18:00,letter,0.39,Slovenia,18.0
2325,2016-06-04 13:18:00,letter,0.22,New Caledonia,6.0
2325,2016-06-04 13:18:00,letter,0.26,Chile,18.0
2326,2016-03-14 09:19:00,parcel,4.73,Cyprus,128.08
2326,2016-03-14 09:19:00,parcel,18.25,Kenya,359.45
2326,2016-03-14 09:19:00,parcel,8.86,Sri Lanka,161.41
2327,2017-05-19 13:59:00,parcel,11.11,India,153.39
